Date,Revenue,COGS
2023-08-05,2580935.7647358174,3526214.0132091315
2023-08-06,2150622.8948489684,3080982.576277648
2023-08-07,2435321.5022100974,3507369.8233572436
2023-08-08,2288865.832616454,3238063.171067697
2023-08-09,2382438.997332389,3394819.634651275
2023-08-10,2799284.4886035626,4031552.2748885634
2023-08-11,2799241.7313717543,4031490.695575754
2023-08-12,3023633.6019851444,4221814.349814959
2023-08-13,2498429.073046233,3598257.859854753
2023-08-14,3122805.180207958,4252167.165870386
2023-08-15,3096508.2977548186,4407625.525384001
2023-08-16,3243086.920853406,4670720.145329087
2023-08-17,3187693.810683245,4590942.537790859
2023-08-18,3078965.753677905,4433457.599326275
2023-08-19,2991043.095811901,4186640.3316347734
2023-08-20,3105511.828401882,4470699.872894528
2023-08-21,2936177.8556495993,4183225.532626455
2023-08-22,3241209.699178632,4580714.104960306
2023-08-23,2632847.9639837868,3766720.331595128
2023-08-24,2770562.7923931135,3990187.0545376805
2023-08-25,2961408.250812834,4197644.159988444
2023-08-26,2343999.3280089526,3375846.885746834
2023-08-27,2654088.202662661,3702972.0707283206
2023-08-28,6169528.831237565,8885405.572684145
2023-08-29,7147881.56100025,9905500.919811465
2023-08-30,6012293.218896911,8213253.882458051
2023-08-31,6569819.266492267,8749174.914273378
2023-09-01,5670752.944513609,6773059.0191998165
2023-09-02,2782031.4703811235,3090096.966190495
2023-09-03,2468516.748065578,2264125.7292644703
2023-09-04,2854927.2159482515,2706433.856564146
2023-09-05,3225761.519812064,3035416.853052023
2023-09-06,3665759.7608201723,3367435.7921057222
2023-09-07,3927763.0531812287,3659862.4531658106
2023-09-08,3831520.896730669,3572147.8599009607
2023-09-09,4026606.3960166117,3772469.6067834203
2023-09-10,3630375.429977083,3300813.063548518
2023-09-11,4507214.757557902,4245294.209879928
2023-09-12,4639140.851632389,4316451.908202903
2023-09-13,4522343.150779047,4220699.084652097
2023-09-14,4271991.5937635265,3975736.1959213694
2023-09-15,3865113.0664543356,3506824.3829862527
2023-09-16,3837317.3350030165,3582366.770500661
2023-09-17,3901807.2115659174,3683627.988479388
2023-09-18,4340218.604158123,3964692.990594024
2023-09-19,3831803.2076086137,3606018.008611815
2023-09-20,3929837.6687603123,3698366.408596142
2023-09-21,4142698.794270645,3860070.406850693
2023-09-22,3884017.5396295325,3683753.0928647085
2023-09-23,3821779.846825181,3645381.7058034893
2023-09-24,4014743.8911248376,3678193.518224299
2023-09-25,4736216.38913981,4367702.894947481
2023-09-26,6710872.120104217,6169510.13654892
2023-09-27,6992845.090867428,6345749.762071599
2023-09-28,6447521.710583927,5867557.395464116
2023-09-29,5427769.895439658,4968476.932128496
2023-09-30,5645740.793010784,5068993.534200819
2023-10-01,3910862.351074088,3399838.9839264094
2023-10-02,1944356.2919543316,1563849.771807576
2023-10-03,2651977.139660705,2162669.088201157
2023-10-04,3003289.08255743,2481999.0777203557
2023-10-05,3242427.869504823,2629841.795812851
2023-10-06,2503366.07209932,2073365.318973876
2023-10-07,2652952.752712098,2140587.272506479
2023-10-08,2791147.4195942865,2321351.495621301
2023-10-09,3037563.7267951802,2480208.526537039
2023-10-10,3291970.69615521,2673243.0394098256
2023-10-11,3491127.7278235652,2875306.847110047
2023-10-12,3588470.038367589,2930997.4408576186
2023-10-13,3322906.02192455,2725940.1536630797
2023-10-14,3312568.7783490047,2683189.5189288394
2023-10-15,3382109.0293589667,2745211.167478711
2023-10-16,3806623.8252942753,3117576.1807258353
2023-10-17,3446989.954210416,2824713.5374585683
2023-10-18,4039884.7280854764,3308964.5838741544
2023-10-19,3375756.3715968514,2751444.350187217
2023-10-20,3830968.690168135,3115426.336040262
2023-10-21,3486497.541961687,2851856.901933972
2023-10-22,3645957.951266363,2986791.5067967186
2023-10-23,3422345.512189166,2783137.4269039533
2023-10-24,3562805.974504703,2920737.0143115064
2023-10-25,3827280.912182855,3073971.6162819113
2023-10-26,3532424.853468614,2871445.282043306
2023-10-27,3815745.09862133,3155552.7928312686
2023-10-28,6200458.466921386,5066731.007306147
2023-10-29,6201406.394989004,4959490.06867675
2023-10-30,6210157.354568991,5044474.616702058
2023-10-31,5809729.726762103,4729007.728188879
2023-11-01,4752118.5422896,3977334.8641505986
2023-11-02,3014688.89367286,2537267.471791658
2023-11-03,1505619.0121178124,1253803.0846184841
2023-11-04,2177856.542109883,1845387.6610427562
2023-11-05,2707268.7455361327,2292608.963771791
2023-11-06,3003807.4425386237,2444069.9947540537
2023-11-07,2356853.1290340964,1950174.4474430692
2023-11-08,2699248.518568588,2245164.7140319594
2023-11-09,2488089.4039464546,2042658.7926872063
2023-11-10,2638680.458795682,2161795.193322923
2023-11-11,2498790.8604754037,2070172.001706193
2023-11-12,3270856.8578148223,2687813.735031266
2023-11-13,3898301.862248421,3176699.150870218
2023-11-14,3115842.7438926604,2638498.854975968
2023-11-15,3058441.734795986,2481753.647762375
2023-11-16,2844700.1346423966,2373138.387526518
2023-11-17,2618876.7517308635,2224229.6000161297
2023-11-18,2787285.8702170746,2427093.8759196047
2023-11-19,2547493.5732312095,2362069.6668561758
2023-11-20,2543462.7116407803,2342841.8868354056
2023-11-21,2246802.2942593596,2147256.3117450667
2023-11-22,2132967.026402681,2178102.600287631
2023-11-23,1791774.271490838,1815297.420974058
2023-11-24,2027035.4431333803,2090366.2038163834
2023-11-25,2014305.8295233904,2023185.7354774394
2023-11-26,2712753.185050017,2782706.74895508
2023-11-27,4490213.020672462,4554368.527714542
2023-11-28,4492574.282375412,4508077.014093731
2023-11-29,3674863.282518134,3671216.8103045765
2023-11-30,2850237.9992134976,2847237.168697234
2023-12-01,1273628.2414697995,1304157.5614341248
2023-12-02,1081475.5916139348,1107395.2432460743
2023-12-03,1302582.239989435,1289788.778447134
2023-12-04,1458013.5429959348,1467542.4903709237
2023-12-05,1420796.6405169459,1431943.5058518907
2023-12-06,1322485.1642538481,1343087.5296126052
2023-12-07,1366704.9983841593,1402965.6508813652
2023-12-08,1361531.6576457433,1402254.7537606244
2023-12-09,1505134.2200078638,1567648.594490053
2023-12-10,1508136.5998344242,1553663.4094447587
2023-12-11,1589461.8591347889,1645670.289111336
2023-12-12,1946874.944150919,2012172.2333743966
2023-12-13,2001609.9377844995,2055595.4075067607
2023-12-14,1782970.2879286702,1855694.5239206622
2023-12-15,1744547.078581808,1821571.2919516445
2023-12-16,1715456.3038003347,1769517.6966809249
2023-12-17,1813402.973793634,1860527.7775476642
2023-12-18,2158130.208002432,2212531.7501915083
2023-12-19,2266131.2781642172,2330362.1831934014
2023-12-20,2340911.377474025,2381939.663129286
2023-12-21,2382689.46378409,2446588.860484804
2023-12-22,2330737.363386205,2368363.9869870306
2023-12-23,2223356.327062882,2292718.0002188785
2023-12-24,1827278.7622896607,1859686.0258669802
2023-12-25,1877961.067717604,1895112.106052005
2023-12-26,2089618.4257146653,2113880.7229413656
2023-12-27,2808698.974712265,2833353.5310557783
2023-12-28,4890566.860609132,5040247.118633218
2023-12-29,4603529.1833941415,4651431.378351741
2023-12-30,4341936.6382640945,4383784.770627784
2023-12-31,4152501.6859374507,4205425.099403756
2024-01-01,3560991.929699665,3628795.213542186
2024-01-02,1181070.6528936024,1086067.2911638936
2024-01-03,1408760.0982805148,1207305.8937269389
2024-01-04,1406365.907295769,1197481.6406849131
2024-01-05,1582767.5993999403,1336488.5028604025
2024-01-06,1729832.10489429,1465899.0289925148
2024-01-07,1660179.3331923054,1435642.7255727681
2024-01-08,2020276.0385911404,1723336.273688838
2024-01-09,1976514.2590832293,1721027.9842761762
2024-01-10,1899638.7670079942,1622694.9907772632
2024-01-11,2221841.666911722,1867933.7944115452
2024-01-12,2175617.7442061836,1840948.5277763351
2024-01-13,1889512.7874268922,1644657.2739387497
2024-01-14,2113528.7305732705,1823409.0713368817
2024-01-15,2587366.8627493707,2229066.8188996804
2024-01-16,2303058.236258915,2001184.5365289268
2024-01-17,2240308.3853692864,1925818.7416790207
2024-01-18,2348148.957313312,2053152.0278225613
2024-01-19,2689906.0523345643,2350965.592725735
2024-01-20,2572365.9492090205,2223216.1489668326
2024-01-21,2727730.0098808655,2345000.4660986667
2024-01-22,2816810.4527983093,2441342.023174486
2024-01-23,3047906.291513169,2614573.492526038
2024-01-24,3045760.81439607,2601918.948801121
2024-01-25,3075430.4890777585,2630412.111905798
2024-01-26,3265577.4075993514,2808721.123492806
2024-01-27,3417896.7452096436,2937765.9623416266
2024-01-28,3983784.2121016565,3466612.0032881675
2024-01-29,4107399.1788851866,3519103.0903639155
2024-01-30,4214096.235488272,3607814.570072468
2024-01-31,3321845.815817083,2849776.3454996822
2024-02-01,3229287.8492146195,2819008.3972935798
2024-02-02,2028549.5054755723,1732424.1071944104
2024-02-03,2174298.652276402,1869507.5865649192
2024-02-04,2327957.550029933,1992152.960515055
2024-02-05,2770812.906204386,2396782.4862102475
2024-02-06,2596058.642638253,2224640.159839911
2024-02-07,2687675.16524457,2281813.704993158
2024-02-08,2449678.5638638223,2085517.4567265988
2024-02-09,2695829.2800570573,2307693.7976198946
2024-02-10,2940350.029098981,2509452.6491569583
2024-02-11,3106355.041084823,2654038.912530677
2024-02-12,3584836.727936079,3104163.760865991
2024-02-13,3866731.7618135284,3328119.0757194203
2024-02-14,3467865.312898545,3012107.8604460815
2024-02-15,3533139.7094649114,3023230.5737928795
2024-02-16,3341531.822584502,2892384.367060978
2024-02-17,3351421.2662685066,2889180.6771879513
2024-02-18,3672494.5467444723,3185578.3791877553
2024-02-19,3656536.666294228,3154241.3319714265
2024-02-20,4147762.125764634,3577189.035300088
2024-02-21,3861023.7290076385,3338118.8931679605
2024-02-22,4223536.263627732,3657151.7599931518
2024-02-23,4915109.179065239,4258684.893766735
2024-02-24,4963242.295604939,4284639.200087016
2024-02-25,6966673.631718893,5980814.950136419
2024-02-26,6823662.146824478,5861256.3995649675
2024-02-27,6085180.738687677,5271488.779886299
2024-02-28,4763405.108655935,4123324.7703909967
2024-02-29,3055315.406537122,2688926.2233960805
2024-03-01,1617640.1535607874,1404568.851344903
2024-03-02,1100349.331804651,950166.618630459
2024-03-03,1843992.1377487578,1576098.354766684
2024-03-04,2500611.173303117,2152716.66018243
2024-03-05,2919067.6763061224,2524390.574706577
2024-03-06,3356564.9906488536,2842078.7275964613
2024-03-07,2794339.737822462,2365591.1543990597
2024-03-08,2741826.305220631,2350883.890966124
2024-03-09,3208871.411651156,2751136.820600132
2024-03-10,4083068.1274878206,3488969.2275894787
2024-03-11,3995848.294407648,3431470.26016969
2024-03-12,3848349.781520459,3345178.49190668
2024-03-13,5119594.886621573,4409707.073959926
2024-03-14,5232546.862394375,4465373.700204103
2024-03-15,4485384.844111615,3850653.2517690887
2024-03-16,4284238.412799234,3702967.8170532077
2024-03-17,4935078.54522919,4270824.828023711
2024-03-18,5135885.506129934,4528423.716040671
2024-03-19,4754048.662697913,4209197.129209542
2024-03-20,5438814.820078854,4913543.089920691
2024-03-21,5017459.550571165,4660455.701031363
2024-03-22,4820769.165469512,4523471.151497479
2024-03-23,3986947.0299850046,3758457.543357467
2024-03-24,4840095.6991322525,4735907.89153501
2024-03-25,4705494.629976613,4606116.316697259
2024-03-26,4649736.7706088815,4494722.285000057
2024-03-27,5703201.030362909,5536044.956431944
2024-03-28,5694751.548650111,5602950.358632807
2024-03-29,5981419.011558019,5791171.042143612
2024-03-30,11614658.76175281,11872157.815447189
2024-03-31,10136856.383756852,9948779.939938115
2024-04-01,10074234.102009103,9835724.855953882
2024-04-02,8847660.400404062,8680645.66460211
2024-04-03,8622081.690689154,8421682.620874146
2024-04-04,3280598.000878005,3192774.928033301
2024-04-05,3531459.979910991,3453574.028378176
2024-04-06,3559691.8215462673,3443987.9420541753
2024-04-07,3269217.2558849566,3178207.4667757577
2024-04-08,3542826.851300101,3462661.23762151
2024-04-09,4289843.482271392,4218268.291341568
2024-04-10,4952327.285089837,4847382.732592863
2024-04-11,5389657.259258169,5238461.574375872
2024-04-12,4800156.354646464,4670047.262210605
2024-04-13,5210785.663299047,5048004.622525201
2024-04-14,5876810.430705842,5677789.386847115
2024-04-15,5508684.26697159,5051369.695074838
2024-04-16,6138548.203712112,5596351.614090127
2024-04-17,7084677.2927688975,6337324.760599767
2024-04-18,6411195.834143639,5507856.16010172
2024-04-19,6947910.503193178,6001685.244432265
2024-04-20,5430495.407426682,4704330.782014332
2024-04-21,4991823.048280623,4308291.642028682
2024-04-22,5882563.699036676,5155006.49823707
2024-04-23,5304175.210085276,4580809.615978127
2024-04-24,7366696.513344311,6399759.743109698
2024-04-25,7524269.503268529,6456273.145225288
2024-04-26,7442940.2007720275,6405237.0177785065
2024-04-27,7778424.841721743,6652850.373653345
2024-04-28,8423220.294877687,7180857.589708278
2024-04-29,10729653.128815798,8741883.624439336
2024-04-30,9384691.710575009,8159550.8606135
2024-05-01,9628789.42021181,8268239.709999183
2024-05-02,8145906.759942454,6906945.947771683
2024-05-03,6763058.9743159,5762185.049445199
2024-05-04,2824706.4601240954,2415252.9358079094
2024-05-05,4397933.328971257,3722736.0249114963
2024-05-06,4456248.655735748,3760257.590760259
2024-05-07,4417839.019666331,3750552.0048489133
2024-05-08,4629821.287149321,3952655.6149489074
2024-05-09,4445258.5017927755,3714573.5957168634
2024-05-10,4776518.773482065,4027744.996655718
2024-05-11,4871318.6046752315,4091807.8791572633
2024-05-12,5847240.357191227,4924761.944211083
2024-05-13,6228113.664048915,5302116.700631272
2024-05-14,6382793.110484941,5468484.605842362
2024-05-15,7274038.8717061095,6199820.8646496255
2024-05-16,6442041.321212944,5392828.900226299
2024-05-17,6628187.849927936,5635105.298542161
2024-05-18,5375915.62427168,4603093.221467297
2024-05-19,5561776.449170926,4738765.027634949
2024-05-20,4851132.324742756,4131957.0363731566
2024-05-21,5785181.234948681,4905507.490463886
2024-05-22,7505549.579400378,6369189.415982978
2024-05-23,6884606.0555051565,5913219.713434215
2024-05-24,6061821.807792666,5165772.192097179
2024-05-25,5206647.51457028,4414507.858706972
2024-05-26,5262731.876435297,4501170.190888705
2024-05-27,5745420.3243772155,4922079.928655739
2024-05-28,6798339.886743584,5835452.1415457
2024-05-29,8453927.887751473,7191316.30496182
2024-05-30,13702018.494205646,11795563.155413605
2024-05-31,11956854.080062898,10037245.065607065
2024-06-01,10649690.386735374,9133638.464626972
2024-06-02,9131247.053561179,7711494.384227287
2024-06-03,8450067.50482818,7183037.816852845
2024-06-04,4033524.691804539,3425777.3221608493
2024-06-05,4764476.536205777,4013722.7552641756
2024-06-06,4725390.2104663495,4055452.801711842
2024-06-07,4531470.835978901,3908423.252154014
2024-06-08,4370560.745213813,3766255.239209544
2024-06-09,4662380.203280456,4013623.6198455696
2024-06-10,4491309.9720940925,3832305.4026846443
2024-06-11,5318189.794954936,4491772.342627926
2024-06-12,6519528.965896803,5570101.986893661
2024-06-13,5795740.608241423,4949785.321782523
2024-06-14,6102689.594257793,5142477.663654519
2024-06-15,6056190.836719295,5206582.679078173
2024-06-16,6261821.812037397,5394593.432996612
2024-06-17,5688848.27984132,4864385.402423776
2024-06-18,5444264.747469317,4592445.373587613
2024-06-19,6652723.290115397,5673339.022685615
2024-06-20,4624470.539303765,3939401.512698293
2024-06-21,4628081.129816774,3946379.6055623027
2024-06-22,5528306.187519656,4668743.623572765
2024-06-23,5938119.17931434,5099380.156721467
2024-06-24,5717772.09734042,5314961.034827332
2024-06-25,5486889.171645781,5198856.515033021
2024-06-26,6699872.689253812,6644444.119114229
2024-06-27,5653681.076307615,5923945.537309376
2024-06-28,5847107.730725367,6063244.327735506
2024-06-29,8551412.334490344,8900146.457257884
2024-06-30,7220041.906754235,7520164.559148944
2024-07-01,7947106.595229752,8390835.269663777
